ds,ds_checkin,ds_checkout,n_nights,n_guests_min,n_guests_max,origin_country,room_type_clean,nights_bucket,search_year,search_month,checkin_dow,checkin_month,lead_time_days,has_price_filter
2014-10-04,2014-11-06,2014-11-08,2.0,2,2,GB,No Filter,1-2 nights,2014,10,3.0,11.0,33.0,True
2014-10-04,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-05,2014-10-10,5.0,2,2,FR,No Filter,3-5 nights,2014,10,6.0,10.0,1.0,True
2014-10-04,2014-10-24,2014-10-26,2.0,2,2,IT,Entire home/apt,1-2 nights,2014,10,4.0,10.0,20.0,True
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-04,2014-10-05,1.0,1,2,US,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,True
2014-10-04,2015-01-18,2015-01-21,3.0,3,3,SG,Entire home/apt,3-5 nights,2014,10,6.0,1.0,106.0,True
2014-10-04,2014-10-15,2014-10-18,3.0,2,2,NL,Entire home/apt,3-5 nights,2014,10,2.0,10.0,11.0,False
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-31,2014-11-08,8.0,1,1,DE,No Filter,6-14 nights,2014,10,4.0,10.0,27.0,False
2014-10-04,2014-11-12,2014-11-13,1.0,2,2,GB,Private room,1-2 nights,2014,10,2.0,11.0,39.0,True
2014-10-04,2014-10-04,2014-10-06,2.0,1,1,US,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-20,2015-01-03,14.0,1,1,US,Entire home/apt,6-14 nights,2014,10,5.0,12.0,77.0,True
2014-10-04,2014-12-20,2015-01-04,15.0,1,1,US,Entire home/apt,15+ nights,2014,10,5.0,12.0,77.0,True
2014-10-04,2014-12-20,2015-01-07,18.0,1,1,US,Entire home/apt,15+ nights,2014,10,5.0,12.0,77.0,True
2014-10-04,2014-10-08,2014-10-09,1.0,1,1,US,Private room,1-2 nights,2014,10,2.0,10.0,4.0,True
2014-10-04,2014-10-08,2014-10-11,3.0,1,2,US,No Filter,3-5 nights,2014,10,2.0,10.0,4.0,True
2014-10-04,2014-10-09,2014-10-11,2.0,2,2,US,No Filter,1-2 nights,2014,10,3.0,10.0,5.0,True
2014-10-04,2014-10-04,2014-10-05,1.0,4,4,US,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,False
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2015-01-08,2015-01-09,1.0,2,2,US,No Filter,1-2 nights,2014,10,3.0,1.0,96.0,False
2014-10-04,2015-01-14,2015-01-18,4.0,2,2,IE,Entire home/apt,3-5 nights,2014,10,2.0,1.0,102.0,False
2014-10-04,2014-10-24,2014-10-27,3.0,2,2,DK,No Filter,3-5 nights,2014,10,4.0,10.0,20.0,False
2014-10-04,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-08,2014-11-11,3.0,1,1,FR,No Filter,3-5 nights,2014,10,5.0,11.0,35.0,True
2014-10-04,,,,1,1,AU,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-26,2014-11-29,3.0,1,1,AU,Private room,3-5 nights,2014,10,2.0,11.0,53.0,True
2014-10-04,2014-12-04,2014-12-07,3.0,1,1,AU,No Filter,3-5 nights,2014,10,3.0,12.0,61.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-18,2014-10-19,1.0,1,4,IE,No Filter,1-2 nights,2014,10,5.0,10.0,14.0,True
2014-10-04,2014-10-28,2014-10-29,1.0,1,4,IE,No Filter,1-2 nights,2014,10,1.0,10.0,24.0,True
2014-10-04,2014-10-18,2014-10-19,1.0,1,1,IE,No Filter,1-2 nights,2014,10,5.0,10.0,14.0,False
2014-10-04,2015-08-10,2015-08-23,13.0,10,10,ES,Entire home/apt,6-14 nights,2014,10,0.0,8.0,310.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-27,2014-12-31,4.0,1,1,US,No Filter,3-5 nights,2014,10,5.0,12.0,84.0,True
2014-10-04,,,,1,2,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,2014-10-05,2014-10-19,14.0,2,2,IE,Entire home/apt,6-14 nights,2014,10,6.0,10.0,1.0,True
2014-10-04,2014-10-05,2014-10-26,21.0,2,2,IE,Entire home/apt,15+ nights,2014,10,6.0,10.0,1.0,True
2014-10-04,2014-10-06,2014-10-19,13.0,2,2,IE,Entire home/apt,6-14 nights,2014,10,0.0,10.0,2.0,False
2014-10-04,2014-10-06,2014-10-26,20.0,2,2,IE,Entire home/apt,15+ nights,2014,10,0.0,10.0,2.0,True
2014-10-04,2014-10-07,2014-10-26,19.0,2,2,IE,Entire home/apt,15+ nights,2014,10,1.0,10.0,3.0,True
2014-10-04,2014-10-08,2014-10-26,18.0,2,2,IE,Entire home/apt,15+ nights,2014,10,2.0,10.0,4.0,True
2014-10-04,2014-10-19,2014-10-26,7.0,2,2,IE,Entire home/apt,6-14 nights,2014,10,6.0,10.0,15.0,True
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2015-01-09,2015-01-10,1.0,1,2,US,No Filter,1-2 nights,2014,10,4.0,1.0,97.0,True
2014-10-04,2015-01-10,2015-01-15,5.0,1,1,US,No Filter,3-5 nights,2014,10,5.0,1.0,98.0,False
2014-10-04,2015-03-25,2015-04-02,8.0,2,2,PT,Private room,6-14 nights,2014,10,2.0,3.0,172.0,True
2014-10-04,2014-10-04,2014-10-06,2.0,1,1,IE,Entire home/apt,1-2 nights,2014,10,5.0,10.0,0.0,True
2014-10-04,,,,1,10,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,2014-12-13,2014-12-17,4.0,1,1,CA,No Filter,3-5 nights,2014,10,5.0,12.0,70.0,True
2014-10-04,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-27,2014-10-28,1.0,1,1,GB,Entire home/apt,1-2 nights,2014,10,0.0,10.0,23.0,False
2014-10-04,2014-10-27,2014-10-30,3.0,1,1,GB,Entire home/apt,3-5 nights,2014,10,0.0,10.0,23.0,False
2014-10-04,,,,1,1,HR,Entire home/apt,nan,2014,10,,,,True
2014-10-04,2014-10-11,2014-10-14,3.0,2,2,HR,Entire home/apt,3-5 nights,2014,10,5.0,10.0,7.0,True
2014-10-04,2014-10-12,2014-10-14,2.0,1,2,HR,Entire home/apt,1-2 nights,2014,10,6.0,10.0,8.0,True
2014-10-04,,,,1,1,IE,Private room,nan,2014,10,,,,False
2014-10-04,2014-10-13,2014-10-14,1.0,1,1,IE,Private room,1-2 nights,2014,10,0.0,10.0,9.0,True
2014-10-04,,,,1,1,NL,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-26,2014-11-29,3.0,1,2,NL,Entire home/apt,3-5 nights,2014,10,2.0,11.0,53.0,True
2014-10-04,2014-12-27,2014-12-29,2.0,2,2,GB,Entire home/apt,1-2 nights,2014,10,5.0,12.0,84.0,True
2014-10-04,,,,1,1,NL,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-16,2014-10-18,2.0,1,1,NL,Entire home/apt,1-2 nights,2014,10,3.0,10.0,12.0,False
2014-10-04,2014-12-05,2014-12-07,2.0,3,3,GB,Entire home/apt,1-2 nights,2014,10,4.0,12.0,62.0,False
2014-10-04,,,,1,1,TW,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-03,2014-11-08,5.0,1,1,TW,No Filter,3-5 nights,2014,10,0.0,11.0,30.0,False
2014-10-04,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-04,2015-08-10,2015-08-12,2.0,1,2,CA,Entire home/apt,1-2 nights,2014,10,0.0,8.0,310.0,True
2014-10-04,,,,1,5,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-29,2015-01-02,4.0,5,5,DE,No Filter,3-5 nights,2014,10,0.0,12.0,86.0,False
2014-10-04,2015-12-01,2015-12-12,11.0,1,1,US,Private room,6-14 nights,2014,10,1.0,12.0,423.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-27,2014-10-28,1.0,2,2,DE,No Filter,1-2 nights,2014,10,0.0,10.0,23.0,True
2014-10-04,2014-10-16,2014-10-23,7.0,2,2,FR,No Filter,6-14 nights,2014,10,3.0,10.0,12.0,True
2014-10-04,2014-10-11,2014-10-24,13.0,1,1,IE,Entire home/apt,6-14 nights,2014,10,5.0,10.0,7.0,False
2014-10-04,2014-10-27,2014-11-01,5.0,5,5,FR,No Filter,3-5 nights,2014,10,0.0,10.0,23.0,False
2014-10-04,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-04,2015-01-08,2015-01-11,3.0,2,2,IT,No Filter,3-5 nights,2014,10,3.0,1.0,96.0,False
2014-10-04,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-30,2014-11-04,5.0,2,3,FR,No Filter,3-5 nights,2014,10,3.0,10.0,26.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-11,2014-10-14,3.0,1,1,CA,No Filter,3-5 nights,2014,10,5.0,10.0,7.0,False
2014-10-04,2014-10-09,2014-10-10,1.0,2,2,IE,No Filter,1-2 nights,2014,10,3.0,10.0,5.0,True
2014-10-04,,,,1,4,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-04,2014-10-05,1.0,1,4,US,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,False
2014-10-04,2014-11-03,2014-11-07,4.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,0.0,11.0,30.0,False
2014-10-04,,,,2,2,BR,Entire home/apt,nan,2014,10,,,,True
2014-10-04,,,,1,1,PT,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-10,2014-10-11,1.0,1,1,PT,No Filter,1-2 nights,2014,10,4.0,10.0,6.0,True
2014-10-04,2014-12-31,2015-01-09,9.0,8,8,CA,Entire home/apt,6-14 nights,2014,10,2.0,12.0,88.0,True
2014-10-04,2015-03-15,2015-03-18,3.0,6,6,FR,Entire home/apt,3-5 nights,2014,10,6.0,3.0,162.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-10,2014-10-13,3.0,4,4,SK,Entire home/apt,3-5 nights,2014,10,4.0,10.0,6.0,True
2014-10-04,,,,1,1,IE,Shared room,nan,2014,10,,,,False
2014-10-04,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-17,2014-10-18,1.0,1,1,FR,No Filter,1-2 nights,2014,10,4.0,10.0,13.0,False
2014-10-04,2014-10-18,2014-10-19,1.0,1,2,FR,Shared room,1-2 nights,2014,10,5.0,10.0,14.0,True
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-04,2014-12-07,3.0,1,3,US,No Filter,3-5 nights,2014,10,3.0,12.0,61.0,False
2014-10-04,2014-12-04,2014-12-14,10.0,1,1,US,No Filter,6-14 nights,2014,10,3.0,12.0,61.0,False
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2015-05-08,2015-05-09,1.0,1,1,US,No Filter,1-2 nights,2014,10,4.0,5.0,216.0,False
2014-10-04,2014-10-09,2014-10-23,14.0,1,1,IE,No Filter,6-14 nights,2014,10,3.0,10.0,5.0,False
2014-10-04,2015-06-20,2015-06-27,7.0,2,2,US,Entire home/apt,6-14 nights,2014,10,5.0,6.0,259.0,False
2014-10-04,,,,1,1,RS,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-04,2014-10-05,1.0,1,3,RS,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,True
2014-10-04,2014-11-02,2014-11-07,5.0,3,3,GB,Entire home/apt,3-5 nights,2014,10,6.0,11.0,29.0,False
2014-10-04,2015-02-13,2015-02-15,2.0,1,4,FR,Entire home/apt,1-2 nights,2014,10,4.0,2.0,132.0,False
2014-10-04,,,,1,2,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,,,,1,1,AT,No Filter,nan,2014,10,,,,False
2014-10-04,2015-03-14,2015-03-20,6.0,10,10,AT,No Filter,6-14 nights,2014,10,5.0,3.0,161.0,True
2014-10-04,2015-03-22,2015-03-27,5.0,4,10,AT,No Filter,3-5 nights,2014,10,6.0,3.0,169.0,True
2014-10-04,,,,1,1,IT,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-10,2014-10-13,3.0,2,2,DE,Entire home/apt,3-5 nights,2014,10,4.0,10.0,6.0,True
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-07,2014-10-08,1.0,2,2,GB,No Filter,1-2 nights,2014,10,1.0,10.0,3.0,True
2014-10-04,,,,2,2,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-19,2014-11-22,3.0,5,5,US,Entire home/apt,3-5 nights,2014,10,2.0,11.0,46.0,False
2014-10-04,2014-10-13,2014-11-03,21.0,1,1,IE,No Filter,15+ nights,2014,10,0.0,10.0,9.0,True
2014-10-04,2014-10-22,2014-10-23,1.0,1,1,GB,No Filter,1-2 nights,2014,10,2.0,10.0,18.0,False
2014-10-04,2015-01-12,2015-01-21,9.0,2,2,US,Entire home/apt,6-14 nights,2014,10,0.0,1.0,100.0,True
2014-10-04,2014-11-17,2014-11-21,4.0,3,3,ES,Entire home/apt,3-5 nights,2014,10,0.0,11.0,44.0,True
2014-10-04,,,,1,10,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-14,2014-11-16,2.0,10,10,GB,No Filter,1-2 nights,2014,10,4.0,11.0,41.0,False
2014-10-04,2014-11-14,2014-11-17,3.0,3,3,DK,No Filter,3-5 nights,2014,10,4.0,11.0,41.0,False
2014-10-04,2015-06-04,2015-06-06,2.0,1,1,CA,No Filter,1-2 nights,2014,10,3.0,6.0,243.0,True
2014-10-04,2015-06-04,2015-06-07,3.0,1,1,CA,No Filter,3-5 nights,2014,10,3.0,6.0,243.0,False
2014-10-04,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-04,2015-04-25,2015-04-30,5.0,1,3,FR,Entire home/apt,3-5 nights,2014,10,5.0,4.0,203.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-07,2014-10-08,1.0,1,1,GB,Private room,1-2 nights,2014,10,1.0,10.0,3.0,True
2014-10-04,,,,1,1,JP,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-24,2014-12-26,2.0,4,4,JP,No Filter,1-2 nights,2014,10,2.0,12.0,81.0,False
2014-10-04,2014-12-25,2014-12-26,1.0,4,4,JP,No Filter,1-2 nights,2014,10,3.0,12.0,82.0,False
2014-10-04,2014-12-25,2014-12-27,2.0,4,4,JP,No Filter,1-2 nights,2014,10,3.0,12.0,82.0,False
2014-10-04,,,,1,1,AU,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-04,2014-10-05,1.0,1,1,AU,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,True
2014-10-04,,,,1,1,ES,Private room,nan,2014,10,,,,True
2014-10-04,,,,1,4,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,,,,1,1,BR,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,2014-11-03,2014-11-30,27.0,1,1,HR,Entire home/apt,15+ nights,2014,10,0.0,11.0,30.0,True
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-27,2014-10-28,1.0,1,2,DE,No Filter,1-2 nights,2014,10,0.0,10.0,23.0,True
2014-10-04,,,,2,2,DE,No Filter,nan,2014,10,,,,True
2014-10-04,2014-10-09,2014-10-16,7.0,2,2,DE,No Filter,6-14 nights,2014,10,3.0,10.0,5.0,True
2014-10-04,2014-10-10,2014-10-14,4.0,1,2,DE,No Filter,3-5 nights,2014,10,4.0,10.0,6.0,True
2014-10-04,2014-10-10,2014-10-15,5.0,2,2,DE,Entire home/apt,3-5 nights,2014,10,4.0,10.0,6.0,True
2014-10-04,2014-12-20,2015-01-04,15.0,3,3,GB,Entire home/apt,15+ nights,2014,10,5.0,12.0,77.0,True
2014-10-04,,,,1,1,ZA,Private room,nan,2014,10,,,,False
2014-10-04,,,,1,2,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-06,2014-10-07,1.0,1,1,US,Private room,1-2 nights,2014,10,0.0,10.0,2.0,True
2014-10-04,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,2014-10-08,2014-10-10,2.0,1,1,US,Private room,1-2 nights,2014,10,2.0,10.0,4.0,True
2014-10-04,2014-10-28,2014-11-01,4.0,2,2,CH,No Filter,3-5 nights,2014,10,1.0,10.0,24.0,False
2014-10-04,2014-11-03,2014-11-04,1.0,2,2,CH,No Filter,1-2 nights,2014,10,0.0,11.0,30.0,False
2014-10-04,,,,1,1,AU,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-06,2014-10-12,6.0,1,2,AU,Private room,6-14 nights,2014,10,0.0,10.0,2.0,True
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-04,2014-10-05,1.0,2,2,IE,Shared room,1-2 nights,2014,10,5.0,10.0,0.0,True
2014-10-04,2014-12-21,2014-12-22,1.0,2,2,NL,No Filter,1-2 nights,2014,10,6.0,12.0,78.0,True
2014-10-04,2014-12-21,2014-12-24,3.0,2,2,NL,No Filter,3-5 nights,2014,10,6.0,12.0,78.0,True
2014-10-04,2014-10-29,2014-11-04,6.0,2,2,DE,No Filter,6-14 nights,2014,10,2.0,10.0,25.0,True
2014-10-04,,,,1,1,RS,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-04,2014-10-05,1.0,1,3,RS,No Filter,1-2 nights,2014,10,5.0,10.0,0.0,True
2014-10-04,,,,1,3,DE,Entire home/apt,nan,2014,10,,,,False
2014-10-04,2015-05-21,2015-05-26,5.0,1,3,DE,Entire home/apt,3-5 nights,2014,10,3.0,5.0,229.0,False
2014-10-04,2014-10-26,2014-10-29,3.0,2,2,GB,Private room,3-5 nights,2014,10,6.0,10.0,22.0,False
2014-10-04,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-27,2014-12-30,3.0,1,2,GB,Private room,3-5 nights,2014,10,5.0,12.0,84.0,False
2014-10-04,2014-10-08,2014-10-12,4.0,1,1,DE,Private room,3-5 nights,2014,10,2.0,10.0,4.0,True
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-30,2014-11-02,3.0,2,2,DE,No Filter,3-5 nights,2014,10,3.0,10.0,26.0,False
2014-10-04,2014-10-30,2014-11-03,4.0,2,2,DE,No Filter,3-5 nights,2014,10,3.0,10.0,26.0,False
2014-10-04,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-11,2014-10-18,7.0,4,4,ES,Entire home/apt,6-14 nights,2014,10,5.0,10.0,7.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-13,2014-12-15,2.0,2,2,IE,Entire home/apt,1-2 nights,2014,10,5.0,12.0,70.0,False
2014-10-04,,,,1,1,RS,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-10,2014-12-17,7.0,1,4,RS,Entire home/apt,6-14 nights,2014,10,2.0,12.0,67.0,True
2014-10-04,2014-10-14,2014-10-31,17.0,1,1,ES,Entire home/apt,15+ nights,2014,10,1.0,10.0,10.0,True
2014-10-04,,,,2,2,IN,Shared room,nan,2014,10,,,,False
2014-10-04,2014-10-22,2014-10-30,8.0,2,2,IN,Private room,6-14 nights,2014,10,2.0,10.0,18.0,False
2014-10-04,2014-12-22,2014-12-26,4.0,2,2,AR,Entire home/apt,3-5 nights,2014,10,0.0,12.0,79.0,True
2014-10-04,2014-11-21,2014-11-24,3.0,2,2,ES,No Filter,3-5 nights,2014,10,4.0,11.0,48.0,True
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,ES,Entire home/apt,nan,2014,10,,,,True
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-23,2014-10-28,5.0,4,4,HR,No Filter,3-5 nights,2014,10,3.0,10.0,19.0,False
2014-10-04,2014-11-19,2014-11-22,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,2.0,11.0,46.0,True
2014-10-04,2014-10-13,2014-10-16,3.0,3,3,IT,Entire home/apt,3-5 nights,2014,10,0.0,10.0,9.0,False
2014-10-04,,,,1,1,IT,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-24,2014-10-26,2.0,1,5,IT,Entire home/apt,1-2 nights,2014,10,4.0,10.0,20.0,True
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-09,2014-10-13,4.0,4,4,DE,Private room,3-5 nights,2014,10,3.0,10.0,5.0,True
2014-10-04,2014-10-11,2014-10-12,1.0,1,1,DE,No Filter,1-2 nights,2014,10,5.0,10.0,7.0,False
2014-10-04,2015-04-21,2015-04-26,5.0,2,2,ES,Entire home/apt,3-5 nights,2014,10,1.0,4.0,199.0,True
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-25,2014-10-28,3.0,1,2,US,No Filter,3-5 nights,2014,10,5.0,10.0,21.0,True
2014-10-04,2014-10-30,2015-04-03,155.0,2,2,HR,Entire home/apt,15+ nights,2014,10,3.0,10.0,26.0,False
2014-10-04,2015-03-30,2015-04-03,4.0,2,2,HR,Entire home/apt,3-5 nights,2014,10,0.0,3.0,177.0,True
2014-10-04,2014-10-25,2014-10-30,5.0,1,1,ES,Private room,3-5 nights,2014,10,5.0,10.0,21.0,True
2014-10-04,2014-10-08,2014-10-12,4.0,1,1,US,Entire home/apt,3-5 nights,2014,10,2.0,10.0,4.0,True
2014-10-04,2014-10-18,2014-10-22,4.0,2,2,FR,Entire home/apt,3-5 nights,2014,10,5.0,10.0,14.0,False
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-29,2015-01-02,4.0,1,1,DE,No Filter,3-5 nights,2014,10,0.0,12.0,86.0,False
2014-10-04,2014-10-25,2014-10-30,5.0,2,2,FR,Entire home/apt,3-5 nights,2014,10,5.0,10.0,21.0,True
2014-10-04,2014-11-20,2014-11-23,3.0,2,2,IT,Entire home/apt,3-5 nights,2014,10,3.0,11.0,47.0,True
2014-10-04,2014-11-07,2014-11-10,3.0,3,3,GB,Entire home/apt,3-5 nights,2014,10,4.0,11.0,34.0,True
2014-10-04,2014-10-30,2014-11-01,2.0,3,5,FR,Entire home/apt,1-2 nights,2014,10,3.0,10.0,26.0,True
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-08,2014-10-11,3.0,1,2,ES,No Filter,3-5 nights,2014,10,2.0,10.0,4.0,True
2014-10-04,2014-11-19,2014-11-22,3.0,5,5,US,No Filter,3-5 nights,2014,10,2.0,11.0,46.0,False
2014-10-04,,,,1,2,GB,Entire home/apt,nan,2014,10,,,,False
2014-10-04,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2015-05-02,2015-05-17,15.0,4,4,US,Entire home/apt,15+ nights,2014,10,5.0,5.0,210.0,True
2014-10-04,2014-10-24,2014-10-27,3.0,2,2,HR,Private room,3-5 nights,2014,10,4.0,10.0,20.0,True
2014-10-04,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-04,2015-07-12,2015-07-15,3.0,5,5,AU,Entire home/apt,3-5 nights,2014,10,6.0,7.0,281.0,False
2014-10-04,2014-10-31,2014-11-03,3.0,2,2,BE,No Filter,3-5 nights,2014,10,4.0,10.0,27.0,True
2014-10-04,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2014-11-18,2014-11-22,4.0,5,5,US,No Filter,3-5 nights,2014,10,1.0,11.0,45.0,True
2014-10-04,2014-11-08,2014-11-10,2.0,2,2,US,No Filter,1-2 nights,2014,10,5.0,11.0,35.0,False
2014-10-04,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-04,2014-10-05,2014-10-06,1.0,1,2,IE,Private room,1-2 nights,2014,10,6.0,10.0,1.0,True
2014-10-04,2014-11-03,2014-11-06,3.0,1,3,AT,Private room,3-5 nights,2014,10,0.0,11.0,30.0,False
2014-10-04,2015-07-18,2015-07-25,7.0,2,2,DE,Entire home/apt,6-14 nights,2014,10,5.0,7.0,287.0,True
2014-10-04,2015-07-18,2015-08-29,42.0,2,2,DE,Private room,15+ nights,2014,10,5.0,7.0,287.0,False
2014-10-04,2015-08-22,2015-08-29,7.0,2,2,DE,Entire home/apt,6-14 nights,2014,10,5.0,8.0,322.0,True
2014-10-04,2015-09-12,2015-09-22,10.0,1,2,DE,Entire home/apt,6-14 nights,2014,10,5.0,9.0,343.0,True
2014-10-04,2014-11-07,2014-11-10,3.0,3,3,GB,Entire home/apt,3-5 nights,2014,10,4.0,11.0,34.0,False
2014-10-04,,,,1,1,IT,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-30,2015-01-03,4.0,1,6,IT,No Filter,3-5 nights,2014,10,1.0,12.0,87.0,False
2014-10-04,2014-12-23,2015-01-03,11.0,1,1,US,Entire home/apt,6-14 nights,2014,10,1.0,12.0,80.0,False
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2015-05-06,2015-05-07,1.0,1,2,US,Entire home/apt,1-2 nights,2014,10,2.0,5.0,214.0,False
2014-10-04,2015-05-07,2015-05-08,1.0,1,2,US,Entire home/apt,1-2 nights,2014,10,3.0,5.0,215.0,False
2014-10-04,2014-10-25,2014-10-28,3.0,2,2,FR,Entire home/apt,3-5 nights,2014,10,5.0,10.0,21.0,True
2014-10-04,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-05,2014-12-07,2.0,1,3,GB,Entire home/apt,1-2 nights,2014,10,4.0,12.0,62.0,False
2014-10-04,2014-10-14,2014-10-18,4.0,2,2,DK,No Filter,3-5 nights,2014,10,1.0,10.0,10.0,True
2014-10-04,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-04,2014-12-03,2014-12-04,1.0,1,1,US,No Filter,1-2 nights,2014,10,2.0,12.0,60.0,False
2014-10-04,2014-12-04,2014-12-06,2.0,1,1,US,No Filter,1-2 nights,2014,10,3.0,12.0,61.0,False
2014-10-04,2015-08-01,2015-08-03,2.0,4,4,DE,No Filter,1-2 nights,2014,10,5.0,8.0,301.0,False
2014-10-04,2014-10-10,2014-10-11,1.0,2,2,IE,No Filter,1-2 nights,2014,10,4.0,10.0,6.0,False
2014-10-04,2015-07-14,2015-07-16,2.0,2,2,GB,No Filter,1-2 nights,2014,10,1.0,7.0,283.0,False
