ds,ds_checkin,ds_checkout,n_nights,n_guests_min,n_guests_max,origin_country,room_type_clean,nights_bucket,search_year,search_month,checkin_dow,checkin_month,lead_time_days,has_price_filter
2014-10-07,2014-10-17,2014-10-20,3.0,4,4,BR,Entire home/apt,3-5 nights,2014,10,4.0,10.0,10.0,True
2014-10-07,,,,1,1,PT,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-13,2015-01-01,80.0,1,1,PT,Entire home/apt,15+ nights,2014,10,0.0,10.0,6.0,False
2014-10-07,2014-10-10,2014-10-17,7.0,1,1,ES,No Filter,6-14 nights,2014,10,4.0,10.0,3.0,False
2014-10-07,2014-12-26,2014-12-30,4.0,4,4,FR,Entire home/apt,3-5 nights,2014,10,4.0,12.0,80.0,True
2014-10-07,2014-11-21,2014-11-24,3.0,1,2,GB,Entire home/apt,3-5 nights,2014,10,4.0,11.0,45.0,True
2014-10-07,2014-12-08,2014-12-09,1.0,4,4,AU,No Filter,1-2 nights,2014,10,0.0,12.0,62.0,False
2014-10-07,2014-10-14,2014-10-17,3.0,2,2,US,Entire home/apt,3-5 nights,2014,10,1.0,10.0,7.0,True
2014-10-07,,,,1,2,GB,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-10,2014-10-11,1.0,1,6,GB,No Filter,1-2 nights,2014,10,4.0,10.0,3.0,False
2014-10-07,2015-06-11,2015-06-18,7.0,2,2,CA,Entire home/apt,6-14 nights,2014,10,3.0,6.0,247.0,True
2014-10-07,2015-06-14,2015-06-18,4.0,2,2,CA,Entire home/apt,3-5 nights,2014,10,6.0,6.0,250.0,True
2014-10-07,2014-10-28,2014-10-29,1.0,1,1,DE,No Filter,1-2 nights,2014,10,1.0,10.0,21.0,False
2014-10-07,,,,2,2,US,Entire home/apt,nan,2014,10,,,,True
2014-10-07,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-07,2014-11-03,2014-11-07,4.0,1,1,IE,Entire home/apt,3-5 nights,2014,10,0.0,11.0,27.0,False
2014-10-07,,,,1,2,AU,No Filter,nan,2014,10,,,,False
2014-10-07,,,,1,1,NL,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-25,2014-12-25,61.0,1,1,NL,No Filter,15+ nights,2014,10,5.0,10.0,18.0,False
2014-10-07,2014-12-25,2014-12-28,3.0,1,1,NL,No Filter,3-5 nights,2014,10,3.0,12.0,79.0,False
2014-10-07,2015-09-21,2015-09-30,9.0,2,2,AU,Entire home/apt,6-14 nights,2014,10,0.0,9.0,349.0,False
2014-10-07,2014-10-13,2014-10-31,18.0,1,1,IE,Private room,15+ nights,2014,10,0.0,10.0,6.0,True
2014-10-07,2014-10-10,2014-10-13,3.0,1,1,IE,No Filter,3-5 nights,2014,10,4.0,10.0,3.0,False
2014-10-07,2014-10-18,2014-10-19,1.0,1,1,US,Entire home/apt,1-2 nights,2014,10,5.0,10.0,11.0,True
2014-10-07,2015-06-20,2015-06-27,7.0,2,2,IT,Entire home/apt,6-14 nights,2014,10,5.0,6.0,256.0,False
2014-10-07,2014-11-03,2014-11-07,4.0,5,5,US,Entire home/apt,3-5 nights,2014,10,0.0,11.0,27.0,False
2014-10-07,2014-10-10,2014-10-13,3.0,1,1,AU,No Filter,3-5 nights,2014,10,4.0,10.0,3.0,False
2014-10-07,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-13,2014-10-24,11.0,1,1,DE,No Filter,6-14 nights,2014,10,0.0,10.0,6.0,True
2014-10-07,2014-11-04,2014-11-07,3.0,1,1,NL,No Filter,3-5 nights,2014,10,1.0,11.0,28.0,False
2014-10-07,2014-10-09,2014-10-12,3.0,2,2,US,Private room,3-5 nights,2014,10,3.0,10.0,2.0,True
2014-10-07,2014-12-29,2015-01-04,6.0,3,4,ES,No Filter,6-14 nights,2014,10,0.0,12.0,83.0,False
2014-10-07,2014-12-01,2014-12-04,3.0,2,2,GB,Entire home/apt,3-5 nights,2014,10,0.0,12.0,55.0,True
2014-10-07,2014-11-03,2014-11-06,3.0,2,2,PL,Entire home/apt,3-5 nights,2014,10,0.0,11.0,27.0,True
2014-10-07,2014-10-10,2014-10-12,2.0,4,4,BR,No Filter,1-2 nights,2014,10,4.0,10.0,3.0,True
2014-10-07,2014-10-24,2014-10-31,7.0,1,1,CZ,Entire home/apt,6-14 nights,2014,10,4.0,10.0,17.0,True
2014-10-07,2014-10-18,2014-10-19,1.0,2,2,BR,Private room,1-2 nights,2014,10,5.0,10.0,11.0,True
2014-10-07,2014-10-10,2014-10-13,3.0,1,1,JP,No Filter,3-5 nights,2014,10,4.0,10.0,3.0,True
2014-10-07,,,,2,2,DE,No Filter,nan,2014,10,,,,True
2014-10-07,2014-12-24,2014-12-28,4.0,2,2,IE,No Filter,3-5 nights,2014,10,2.0,12.0,78.0,False
2014-10-07,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-07,2015-02-15,2015-02-18,3.0,7,7,GB,No Filter,3-5 nights,2014,10,6.0,2.0,131.0,False
2014-10-07,2015-03-15,2015-03-18,3.0,7,7,GB,No Filter,3-5 nights,2014,10,6.0,3.0,159.0,False
2014-10-07,2014-11-15,2014-11-17,2.0,1,1,GB,Entire home/apt,1-2 nights,2014,10,5.0,11.0,39.0,True
2014-10-07,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-07,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-07,,,,2,2,US,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-23,2014-10-26,3.0,2,2,US,Entire home/apt,3-5 nights,2014,10,3.0,10.0,16.0,True
2014-10-07,,,,1,1,DK,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-10,2014-10-12,2.0,2,2,DK,Entire home/apt,1-2 nights,2014,10,4.0,10.0,3.0,True
2014-10-07,2014-11-21,2014-12-01,10.0,8,8,IT,No Filter,6-14 nights,2014,10,4.0,11.0,45.0,False
2014-10-07,2014-10-21,2014-10-22,1.0,2,2,SG,Entire home/apt,1-2 nights,2014,10,1.0,10.0,14.0,True
2014-10-07,2014-10-21,2014-10-23,2.0,2,2,SG,No Filter,1-2 nights,2014,10,1.0,10.0,14.0,True
2014-10-07,2014-10-26,2014-11-09,14.0,1,1,ES,Private room,6-14 nights,2014,10,6.0,10.0,19.0,True
2014-10-07,2014-10-29,2014-11-02,4.0,2,2,ES,No Filter,3-5 nights,2014,10,2.0,10.0,22.0,False
2014-10-07,2014-10-31,2014-11-03,3.0,1,1,US,No Filter,3-5 nights,2014,10,4.0,10.0,24.0,True
2014-10-07,2015-02-11,2015-02-16,5.0,6,6,FR,Entire home/apt,3-5 nights,2014,10,2.0,2.0,127.0,False
2014-10-07,2014-11-11,2014-11-15,4.0,2,2,BR,Private room,3-5 nights,2014,10,1.0,11.0,35.0,False
2014-10-07,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-31,2014-11-09,9.0,10,10,US,No Filter,6-14 nights,2014,10,4.0,10.0,24.0,False
2014-10-07,2014-11-01,2014-11-07,6.0,1,4,US,Entire home/apt,6-14 nights,2014,10,5.0,11.0,25.0,False
2014-10-07,,,,1,4,FR,No Filter,nan,2014,10,,,,False
2014-10-07,2014-11-13,2014-11-16,3.0,4,4,FR,No Filter,3-5 nights,2014,10,3.0,11.0,37.0,True
2014-10-07,2014-10-10,2014-10-11,1.0,2,2,US,No Filter,1-2 nights,2014,10,4.0,10.0,3.0,True
2014-10-07,2014-10-17,2014-10-19,2.0,2,2,US,No Filter,1-2 nights,2014,10,4.0,10.0,10.0,False
2014-10-07,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-10,2014-10-12,2.0,1,2,FR,Entire home/apt,1-2 nights,2014,10,4.0,10.0,3.0,False
2014-10-07,2015-06-20,2015-06-22,2.0,3,3,US,Entire home/apt,1-2 nights,2014,10,5.0,6.0,256.0,True
2014-10-07,,,,1,2,US,Entire home/apt,nan,2014,10,,,,True
2014-10-07,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-31,2014-11-02,2.0,1,2,IE,Entire home/apt,1-2 nights,2014,10,4.0,10.0,24.0,False
2014-10-07,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-09,2014-10-10,1.0,1,1,IE,No Filter,1-2 nights,2014,10,3.0,10.0,2.0,False
2014-10-07,2014-10-09,2014-10-11,2.0,1,1,IE,No Filter,1-2 nights,2014,10,3.0,10.0,2.0,False
2014-10-07,2014-10-15,2014-10-17,2.0,1,1,US,No Filter,1-2 nights,2014,10,2.0,10.0,8.0,False
2014-10-07,,,,1,1,TW,No Filter,nan,2014,10,,,,False
2014-10-07,2014-10-13,2014-10-31,18.0,1,1,TW,No Filter,15+ nights,2014,10,0.0,10.0,6.0,True
2014-10-07,2014-10-13,2014-12-06,54.0,1,1,TW,No Filter,15+ nights,2014,10,0.0,10.0,6.0,False
2014-10-07,,,,1,1,IE,Private room,nan,2014,10,,,,True
2014-10-07,,,,1,2,US,Entire home/apt,nan,2014,10,,,,False
2014-10-07,2014-12-06,2014-12-08,2.0,5,5,GB,No Filter,1-2 nights,2014,10,5.0,12.0,60.0,False
2014-10-07,2014-11-21,2014-11-23,2.0,6,6,GB,Entire home/apt,1-2 nights,2014,10,4.0,11.0,45.0,True
2014-10-07,2014-10-17,2014-10-20,3.0,2,2,IT,No Filter,3-5 nights,2014,10,4.0,10.0,10.0,True
2014-10-07,2014-11-11,2014-11-17,6.0,2,2,AR,No Filter,6-14 nights,2014,10,1.0,11.0,35.0,True
2014-10-08,,,,1,2,DE,No Filter,nan,2014,10,,,,True
2014-10-08,,,,1,1,DE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-12-26,2015-01-02,7.0,1,1,US,Entire home/apt,6-14 nights,2014,10,4.0,12.0,79.0,True
2014-10-08,2014-12-26,2015-01-03,8.0,1,1,US,Entire home/apt,6-14 nights,2014,10,4.0,12.0,79.0,True
2014-10-08,2014-12-27,2015-01-02,6.0,1,1,US,Entire home/apt,6-14 nights,2014,10,5.0,12.0,80.0,True
2014-10-08,2014-12-27,2015-01-03,7.0,1,1,US,Entire home/apt,6-14 nights,2014,10,5.0,12.0,80.0,True
2014-10-08,2014-12-28,2015-01-02,5.0,1,1,US,Entire home/apt,3-5 nights,2014,10,6.0,12.0,81.0,True
2014-10-08,2014-12-28,2015-01-03,6.0,1,1,US,Entire home/apt,6-14 nights,2014,10,6.0,12.0,81.0,True
2014-10-08,2014-12-29,2015-01-02,4.0,1,1,US,Entire home/apt,3-5 nights,2014,10,0.0,12.0,82.0,True
2014-10-08,,,,4,4,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2015-01-01,2015-02-13,43.0,1,1,BR,Private room,15+ nights,2014,10,3.0,1.0,85.0,False
2014-10-08,2014-11-21,2014-11-23,2.0,1,1,GB,Entire home/apt,1-2 nights,2014,10,4.0,11.0,44.0,False
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-21,2014-11-23,2.0,1,1,US,Entire home/apt,1-2 nights,2014,10,4.0,11.0,44.0,False
2014-10-08,2014-12-05,2014-12-07,2.0,1,1,US,Entire home/apt,1-2 nights,2014,10,4.0,12.0,58.0,False
2014-10-08,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-06,2014-11-09,3.0,2,2,FR,No Filter,3-5 nights,2014,10,3.0,11.0,29.0,True
2014-10-08,,,,1,1,IT,No Filter,nan,2014,10,,,,False
2014-10-08,2014-12-27,2015-01-06,10.0,2,2,IT,Private room,6-14 nights,2014,10,5.0,12.0,80.0,True
2014-10-08,2014-11-15,2014-11-19,4.0,1,2,US,Entire home/apt,3-5 nights,2014,10,5.0,11.0,38.0,True
2014-10-08,2014-10-25,2014-10-26,1.0,2,2,IT,No Filter,1-2 nights,2014,10,5.0,10.0,17.0,False
2014-10-08,2014-11-19,2014-11-23,4.0,5,5,ES,Entire home/apt,3-5 nights,2014,10,2.0,11.0,42.0,False
2014-10-08,2014-11-26,2014-11-30,4.0,4,5,ES,Entire home/apt,3-5 nights,2014,10,2.0,11.0,49.0,True
2014-10-08,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-08,2014-10-12,2014-10-19,7.0,4,4,IT,Entire home/apt,6-14 nights,2014,10,6.0,10.0,4.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-02,2014-11-20,18.0,1,1,BR,No Filter,15+ nights,2014,10,6.0,11.0,25.0,True
2014-10-08,2014-10-20,2014-10-21,1.0,2,2,ES,Private room,1-2 nights,2014,10,0.0,10.0,12.0,False
2014-10-08,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-14,2014-11-16,2.0,1,2,ES,Entire home/apt,1-2 nights,2014,10,4.0,11.0,37.0,True
2014-10-08,,,,1,3,FR,Private room,nan,2014,10,,,,False
2014-10-08,2014-11-08,2014-11-12,4.0,3,3,FR,Entire home/apt,3-5 nights,2014,10,5.0,11.0,31.0,True
2014-10-08,,,,1,1,IT,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-11,2014-11-19,8.0,2,2,IT,Private room,6-14 nights,2014,10,1.0,11.0,34.0,True
2014-10-08,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-25,2014-10-31,6.0,1,1,CA,Entire home/apt,6-14 nights,2014,10,5.0,10.0,17.0,True
2014-10-08,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-10,2014-10-14,4.0,1,5,CA,Entire home/apt,3-5 nights,2014,10,4.0,10.0,2.0,True
2014-10-08,2014-10-10,2014-10-15,5.0,1,1,CA,No Filter,3-5 nights,2014,10,4.0,10.0,2.0,False
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-24,2014-10-27,3.0,1,2,US,Entire home/apt,3-5 nights,2014,10,4.0,10.0,16.0,True
2014-10-08,2015-03-01,2015-03-31,30.0,1,1,FR,Entire home/apt,15+ nights,2014,10,6.0,3.0,144.0,False
2014-10-08,2014-11-28,2014-11-30,2.0,2,2,NL,No Filter,1-2 nights,2014,10,4.0,11.0,51.0,False
2014-10-08,2014-11-14,2014-11-21,7.0,2,2,AE,Entire home/apt,6-14 nights,2014,10,4.0,11.0,37.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-14,2014-11-16,2.0,1,1,IE,Private room,1-2 nights,2014,10,4.0,11.0,37.0,True
2014-10-08,2014-11-28,2014-11-30,2.0,1,1,IE,Private room,1-2 nights,2014,10,4.0,11.0,51.0,True
2014-10-08,2014-12-23,2014-12-27,4.0,3,3,GB,No Filter,3-5 nights,2014,10,1.0,12.0,76.0,True
2014-10-08,2014-10-09,2014-10-10,1.0,1,1,AU,No Filter,1-2 nights,2014,10,3.0,10.0,1.0,True
2014-10-08,2014-10-09,2014-10-12,3.0,1,1,AU,No Filter,3-5 nights,2014,10,3.0,10.0,1.0,True
2014-10-08,2014-10-23,2014-10-28,5.0,2,2,ES,Entire home/apt,3-5 nights,2014,10,3.0,10.0,15.0,True
2014-10-08,2014-10-26,2014-10-27,1.0,1,1,IE,Private room,1-2 nights,2014,10,6.0,10.0,18.0,True
2014-10-08,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-23,2014-10-27,4.0,1,5,FR,Entire home/apt,3-5 nights,2014,10,3.0,10.0,15.0,False
2014-10-08,,,,1,1,US,Entire home/apt,nan,2014,10,,,,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-10,2014-10-23,13.0,2,2,IT,Entire home/apt,6-14 nights,2014,10,4.0,10.0,2.0,True
2014-10-08,2014-10-10,2014-10-31,21.0,1,2,IT,Entire home/apt,15+ nights,2014,10,4.0,10.0,2.0,True
2014-10-08,2014-10-10,2014-11-01,22.0,1,1,IT,Private room,15+ nights,2014,10,4.0,10.0,2.0,True
2014-10-08,2014-10-10,2014-11-05,26.0,2,2,IT,No Filter,15+ nights,2014,10,4.0,10.0,2.0,False
2014-10-08,2014-10-11,2014-10-31,20.0,1,2,IT,Private room,15+ nights,2014,10,5.0,10.0,3.0,True
2014-10-08,2014-10-11,2014-11-01,21.0,1,1,IT,Private room,15+ nights,2014,10,5.0,10.0,3.0,True
2014-10-08,2014-10-12,2014-10-31,19.0,2,2,IT,No Filter,15+ nights,2014,10,6.0,10.0,4.0,False
2014-10-08,2014-10-12,2014-11-01,20.0,1,1,IT,Private room,15+ nights,2014,10,6.0,10.0,4.0,True
2014-10-08,2014-10-13,2014-11-01,19.0,1,1,IT,Private room,15+ nights,2014,10,0.0,10.0,5.0,True
2014-10-08,2014-10-14,2014-10-31,17.0,2,2,IT,No Filter,15+ nights,2014,10,1.0,10.0,6.0,True
2014-10-08,2014-10-15,2014-11-01,17.0,1,1,IT,Private room,15+ nights,2014,10,2.0,10.0,7.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-12,2014-10-17,5.0,1,1,IE,Private room,3-5 nights,2014,10,6.0,10.0,4.0,True
2014-10-08,2014-10-13,2014-10-16,3.0,1,1,CN,Private room,3-5 nights,2014,10,0.0,10.0,5.0,False
2014-10-08,2014-10-16,2014-10-20,4.0,2,2,IT,Private room,3-5 nights,2014,10,3.0,10.0,8.0,False
2014-10-08,2014-10-17,2014-10-21,4.0,2,2,FR,Entire home/apt,3-5 nights,2014,10,4.0,10.0,9.0,True
2014-10-08,2014-10-11,2014-10-13,2.0,2,2,BE,No Filter,1-2 nights,2014,10,5.0,10.0,3.0,False
2014-10-08,2014-10-08,2014-10-09,1.0,1,1,FR,No Filter,1-2 nights,2014,10,2.0,10.0,0.0,True
2014-10-08,2014-10-14,2014-10-18,4.0,2,2,US,No Filter,3-5 nights,2014,10,1.0,10.0,6.0,True
2014-10-08,,,,1,1,BE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-22,2014-10-28,6.0,2,2,IE,No Filter,6-14 nights,2014,10,2.0,10.0,14.0,True
2014-10-08,,,,1,9,IE,No Filter,nan,2014,10,,,,False
2014-10-08,,,,1,1,US,Entire home/apt,nan,2014,10,,,,False
2014-10-08,2014-10-17,2014-10-19,2.0,2,2,RU,No Filter,1-2 nights,2014,10,4.0,10.0,9.0,False
2014-10-08,2015-03-15,2015-03-18,3.0,4,4,GB,No Filter,3-5 nights,2014,10,6.0,3.0,158.0,True
2014-10-08,2014-10-08,2014-10-13,5.0,2,2,GB,No Filter,3-5 nights,2014,10,2.0,10.0,0.0,False
2014-10-08,2014-11-03,2014-11-07,4.0,1,1,US,Entire home/apt,3-5 nights,2014,10,0.0,11.0,26.0,True
2014-10-08,,,,1,1,NL,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-01,2015-01-31,91.0,5,5,IE,No Filter,15+ nights,2014,10,5.0,11.0,24.0,False
2014-10-08,2014-11-15,2014-11-18,3.0,2,2,GB,No Filter,3-5 nights,2014,10,5.0,11.0,38.0,False
2014-10-08,2014-10-11,2014-10-12,1.0,1,1,IE,No Filter,1-2 nights,2014,10,5.0,10.0,3.0,False
2014-10-08,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-14,2014-11-16,2.0,1,2,ES,No Filter,1-2 nights,2014,10,4.0,11.0,37.0,True
2014-10-08,2014-11-07,2014-11-11,4.0,2,3,FR,Entire home/apt,3-5 nights,2014,10,4.0,11.0,30.0,True
2014-10-08,2014-11-04,2014-11-06,2.0,2,2,GB,Entire home/apt,1-2 nights,2014,10,1.0,11.0,27.0,False
2014-10-08,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-17,2014-10-18,1.0,1,2,CA,No Filter,1-2 nights,2014,10,4.0,10.0,9.0,True
2014-10-08,,,,1,10,GB,No Filter,nan,2014,10,,,,False
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-13,2014-10-14,1.0,1,1,IE,Private room,1-2 nights,2014,10,0.0,10.0,5.0,True
2014-10-08,2014-11-06,2014-11-09,3.0,2,6,DE,Entire home/apt,3-5 nights,2014,10,3.0,11.0,29.0,True
2014-10-08,,,,1,1,ES,Private room,nan,2014,10,,,,True
2014-10-08,,,,1,1,GB,Entire home/apt,nan,2014,10,,,,True
2014-10-08,2014-11-14,2014-11-17,3.0,1,1,ES,No Filter,3-5 nights,2014,10,4.0,11.0,37.0,False
2014-10-08,2014-10-10,2014-10-11,1.0,2,2,IE,No Filter,1-2 nights,2014,10,4.0,10.0,2.0,False
2014-10-08,,,,1,2,AU,Entire home/apt,nan,2014,10,,,,True
2014-10-08,2014-10-14,2014-10-17,3.0,1,1,GB,Private room,3-5 nights,2014,10,1.0,10.0,6.0,True
2014-10-08,2014-10-16,2014-10-21,5.0,1,2,IE,Entire home/apt,3-5 nights,2014,10,3.0,10.0,8.0,True
2014-10-08,,,,1,1,CA,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-17,2014-11-01,15.0,1,1,FR,No Filter,15+ nights,2014,10,4.0,10.0,9.0,True
2014-10-08,2014-10-17,2014-10-19,2.0,1,1,FR,Private room,1-2 nights,2014,10,4.0,10.0,9.0,False
2014-10-08,2014-11-04,2014-11-07,3.0,1,1,BE,No Filter,3-5 nights,2014,10,1.0,11.0,27.0,True
2014-10-08,2014-11-01,2014-11-03,2.0,2,2,BE,Entire home/apt,1-2 nights,2014,10,5.0,11.0,24.0,True
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-03,2014-11-09,6.0,1,1,US,No Filter,6-14 nights,2014,10,0.0,11.0,26.0,False
2014-10-08,,,,2,2,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-08,2014-11-03,2014-11-07,4.0,1,1,IE,Entire home/apt,3-5 nights,2014,10,0.0,11.0,26.0,False
2014-10-08,2015-01-06,2015-01-15,9.0,1,1,IE,Entire home/apt,6-14 nights,2014,10,1.0,1.0,90.0,False
2014-10-08,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-08,2014-12-19,2014-12-22,3.0,2,2,FR,Entire home/apt,3-5 nights,2014,10,4.0,12.0,72.0,True
2014-10-08,2014-12-19,2014-12-21,2.0,5,5,US,No Filter,1-2 nights,2014,10,4.0,12.0,72.0,True
2014-10-08,2014-12-05,2014-12-08,3.0,2,2,AT,Entire home/apt,3-5 nights,2014,10,4.0,12.0,58.0,True
2014-10-08,,,,1,1,FR,Private room,nan,2014,10,,,,False
2014-10-08,2014-11-06,2014-11-30,24.0,1,1,FR,Private room,15+ nights,2014,10,3.0,11.0,29.0,False
2014-10-08,2014-11-03,2014-11-06,3.0,1,1,HK,No Filter,3-5 nights,2014,10,0.0,11.0,26.0,False
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-12,2014-10-18,6.0,4,4,IL,No Filter,6-14 nights,2014,10,6.0,10.0,4.0,False
2014-10-08,,,,1,1,ES,No Filter,nan,2014,10,,,,False
2014-10-08,,,,1,1,HU,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-17,2014-10-19,2.0,2,2,MX,Entire home/apt,1-2 nights,2014,10,4.0,10.0,9.0,False
2014-10-08,2014-11-03,2014-11-08,5.0,2,2,AU,No Filter,3-5 nights,2014,10,0.0,11.0,26.0,True
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-25,2014-10-29,4.0,1,4,US,Entire home/apt,3-5 nights,2014,10,5.0,10.0,17.0,True
2014-10-08,2014-11-02,2014-11-04,2.0,3,3,RU,Entire home/apt,1-2 nights,2014,10,6.0,11.0,25.0,False
2014-10-08,2015-03-11,2015-03-19,8.0,4,4,IT,No Filter,6-14 nights,2014,10,2.0,3.0,154.0,False
2014-10-08,,,,1,1,IE,Entire home/apt,nan,2014,10,,,,False
2014-10-08,,,,1,4,AU,Entire home/apt,nan,2014,10,,,,True
2014-10-08,,,,1,1,US,No Filter,nan,2014,10,,,,False
2014-10-08,2014-12-09,2014-12-19,10.0,2,2,US,Entire home/apt,6-14 nights,2014,10,1.0,12.0,62.0,False
2014-10-08,,,,1,1,PL,No Filter,nan,2014,10,,,,False
2014-10-08,2014-11-04,2014-11-06,2.0,1,2,PL,No Filter,1-2 nights,2014,10,1.0,11.0,27.0,True
2014-10-08,2015-03-11,2015-03-19,8.0,16,16,HU,No Filter,6-14 nights,2014,10,2.0,3.0,154.0,False
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-24,2014-10-26,2.0,1,2,IE,Entire home/apt,1-2 nights,2014,10,4.0,10.0,16.0,False
2014-10-08,2014-11-26,2014-12-10,14.0,2,2,US,No Filter,6-14 nights,2014,10,2.0,11.0,49.0,True
2014-10-08,2015-08-06,2015-08-08,2.0,6,7,CA,Entire home/apt,1-2 nights,2014,10,3.0,8.0,302.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-11,2014-10-12,1.0,1,2,IE,Entire home/apt,1-2 nights,2014,10,5.0,10.0,3.0,True
2014-10-08,,,,1,1,GB,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-25,2014-10-27,2.0,1,2,GB,No Filter,1-2 nights,2014,10,5.0,10.0,17.0,False
2014-10-08,,,,1,1,NL,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-25,2014-10-29,4.0,4,4,US,No Filter,3-5 nights,2014,10,5.0,10.0,17.0,True
2014-10-08,2014-12-27,2014-12-31,4.0,2,2,NL,No Filter,3-5 nights,2014,10,5.0,12.0,80.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-22,2014-10-28,6.0,2,2,FR,Private room,6-14 nights,2014,10,2.0,10.0,14.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2014-10-15,2014-10-18,3.0,1,2,IE,No Filter,3-5 nights,2014,10,2.0,10.0,7.0,True
2014-10-08,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-08,,,,1,1,FR,No Filter,nan,2014,10,,,,False
2014-10-08,2014-12-12,2014-12-14,2.0,1,1,FR,Entire home/apt,1-2 nights,2014,10,4.0,12.0,65.0,False
2014-10-08,2014-12-12,2014-12-15,3.0,1,1,FR,No Filter,3-5 nights,2014,10,4.0,12.0,65.0,False
2014-10-08,2015-01-26,2015-01-31,5.0,1,1,GB,Entire home/apt,3-5 nights,2014,10,0.0,1.0,110.0,False
2014-10-08,2014-12-05,2014-12-08,3.0,4,4,IT,No Filter,3-5 nights,2014,10,4.0,12.0,58.0,True
2014-10-08,,,,1,1,AR,No Filter,nan,2014,10,,,,False
2014-10-08,2014-12-29,2015-01-04,6.0,1,1,FR,Private room,6-14 nights,2014,10,0.0,12.0,82.0,True
2014-10-08,2014-12-30,2015-01-04,5.0,1,1,FR,No Filter,3-5 nights,2014,10,1.0,12.0,83.0,True
2014-10-08,2014-11-03,2014-11-07,4.0,3,3,EE,No Filter,3-5 nights,2014,10,0.0,11.0,26.0,True
2014-10-08,,,,1,1,IE,No Filter,nan,2014,10,,,,False
2014-10-08,2015-01-01,2015-01-08,7.0,2,2,CA,Entire home/apt,6-14 nights,2014,10,3.0,1.0,85.0,True
2014-10-08,2015-01-02,2015-01-08,6.0,2,2,CA,Entire home/apt,6-14 nights,2014,10,4.0,1.0,86.0,True
2014-10-08,,,,3,3,US,No Filter,nan,2014,10,,,,False
